Transaction_ID,Configuration,Screen Size,Battery Life,RAM,Processor Speeds,Integrated Wireless,HD Size,Bundled Applications,Retail Price
166544,385,15,6,4,1.5,Yes,40,Yes,434.0
289663,670,17,5,2,2.4,No,120,No,520.0
157232,770,17,6,2,1.5,Yes,40,No,378.0
200019,10,15,4,1,1.5,No,40,No,255.0
136532,67,15,4,2,2.0,Yes,80,Yes,415.0
113857,570,17,4,4,2.4,No,40,No,600.0
77546,343,15,6,2,1.5,Yes,300,Yes,580.0
121011,523,17,4,2,2.4,No,80,Yes,570.0
169769,434,17,4,1,1.5,Yes,40,No,
262134,758,17,6,1,2.4,Yes,120,No,420.0
72762,516,17,4,2,2.4,Yes,80,No,560.0
289783,777,17,6,2,1.5,No,40,Yes,540.0
123263,349,15,6,2,1.5,No,120,Yes,490.0
271130,583,17,5,1,1.5,Yes,300,Yes,580.0
263642,323,15,6,1,2.4,Yes,80,Yes,530.0
295000,329,15,6,1,2.4,No,40,Yes,470.0
170562,455,17,4,1,2.0,Yes,300,Yes,420.0
277072,225,15,5,2,2.4,Yes,40,Yes,301.0
86286,394,15,6,4,1.5,No,40,No,550.0
198880,581,17,5,1,1.5,Yes,120,Yes,530.0
256482,605,17,5,1,2.0,No,120,Yes,525.0
41654,254,15,5,4,1.5,No,120,No,530.0
268234,508,17,4,2,2.0,No,80,No,455.0
173736,642,17,5,2,2.0,Yes,40,No,485.0
238765,745,17,6,1,2.0,No,40,Yes,550.0
50163,730,17,6,1,1.5,No,40,No,500.0
32491,21,15,4,1,2.0,Yes,120,Yes,435.0
137372,224,15,5,2,2.0,No,300,No,445.0
38556,222,15,5,2,2.0,No,120,No,415.0
69202,183,15,5,1,2.4,Yes,300,Yes,560.0
132150,67,15,4,2,2.0,Yes,80,Yes,415.0
188085,459,17,4,1,2.0,No,80,Yes,495.0
112611,732,17,6,1,1.5,No,80,No,530.0
166228,588,17,5,1,1.5,No,80,No,
8801,347,15,6,2,1.5,No,80,Yes,530.0
53886,561,17,4,4,2.4,Yes,40,Yes,469.0
109,357,15,6,2,2.0,Yes,120,Yes,605.0
133815,642,17,5,2,2.0,Yes,40,No,495.0
93046,168,15,5,1,2.0,Yes,300,No,455.0
282831,500,17,4,2,2.0,Yes,80,No,
136210,139,15,4,4,2.4,No,80,Yes,590.0
235444,340,15,6,2,1.5,Yes,80,No,410.0
24076,20,15,4,1,2.0,Yes,80,No,370.0
174469,69,15,4,2,2.0,Yes,120,Yes,425.0
249331,86,15,4,2,2.4,Yes,120,No,420.0
195289,266,15,5,4,2.0,No,40,No,495.0
43890,83,15,4,2,2.4,Yes,80,Yes,510.0
221220,840,17,6,4,2.0,Yes,300,No,815.0
283257,154,15,5,1,1.5,No,40,No,265.0
46770,53,15,4,2,1.5,Yes,120,Yes,430.0
160921,303,15,6,1,1.5,No,300,Yes,530.0
56980,300,15,6,1,1.5,No,80,No,415.0
28479,174,15,5,1,2.0,No,120,No,390.0
200246,296,15,6,1,1.5,Yes,300,No,495.0
175374,843,17,6,4,2.0,No,80,Yes,765.0
211852,243,15,5,4,1.5,Yes,80,Yes,580.0
28140,316,15,6,1,2.0,No,80,No,450.0
120491,312,15,6,1,2.0,Yes,300,No,530.0
127755,69,15,4,2,2.0,Yes,120,Yes,435.0
5631,367,15,6,2,2.0,No,300,Yes,645.0
86282,854,17,6,4,2.4,Yes,120,No,780.0
89252,516,17,4,2,2.4,Yes,80,No,550.0
179987,515,17,4,2,2.4,Yes,80,Yes,580.0
89655,93,15,4,2,2.4,No,120,Yes,500.0
272633,856,17,6,4,2.4,Yes,300,No,588.0
30629,207,15,5,2,1.5,No,300,Yes,510.0
126519,360,15,6,2,2.0,Yes,300,No,545.0
200680,117,15,4,4,2.0,Yes,120,Yes,605.0
236040,677,17,5,4,1.5,Yes,120,Yes,700.0
245203,377,15,6,2,2.4,No,40,Yes,500.0
96335,273,15,5,4,2.4,Yes,40,Yes,590.0
255809,782,17,6,2,1.5,No,120,No,550.0
129188,713,17,5,4,2.4,No,40,Yes,670.0
163326,609,17,5,1,2.4,Yes,40,Yes,525.0
107140,192,15,5,1,2.4,No,300,No,480.0
99342,102,15,4,4,1.5,Yes,120,No,530.0
181605,353,15,6,2,2.0,Yes,40,Yes,465.0
276092,579,17,5,1,1.5,Yes,80,Yes,500.0
90896,603,17,5,1,2.0,No,80,Yes,530.0
136132,238,15,5,2,2.4,No,120,No,460.0
120142,473,17,4,1,2.4,No,40,Yes,490.0
295264,83,15,4,2,2.4,Yes,80,Yes,315.0
56273,681,17,5,4,1.5,No,40,Yes,620.0
133181,624,17,5,1,2.4,No,300,No,580.0
207137,470,17,4,1,2.4,Yes,120,No,510.0
220812,811,17,6,2,2.4,No,80,Yes,640.0
12006,17,15,4,1,2.0,Yes,40,Yes,390.0
208495,353,15,6,2,2.0,Yes,40,Yes,455.0
13355,163,15,5,1,2.0,Yes,80,Yes,450.0
280722,34,15,4,1,2.4,Yes,40,No,340.0
290097,100,15,4,4,1.5,Yes,80,No,510.0
57558,276,15,5,4,2.4,Yes,80,No,580.0
157926,471,17,4,1,2.4,Yes,300,Yes,
56661,451,17,4,1,2.0,Yes,80,Yes,535.0
137480,496,17,4,2,1.5,No,300,No,550.0
138661,388,15,6,4,1.5,Yes,80,No,610.0
19829,18,15,4,1,2.0,Yes,40,No,335.0
293974,64,15,4,2,1.5,No,300,No,360.0
176220,258,15,5,4,2.0,Yes,40,No,515.0
264163,173,15,5,1,2.0,No,120,Yes,400.0
164004,71,15,4,2,2.0,Yes,300,Yes,485.0
253513,636,17,5,2,1.5,No,80,No,450.0
270988,106,15,4,4,1.5,No,40,No,450.0
31484,319,15,6,1,2.0,No,300,Yes,575.0
88794,686,17,5,4,1.5,No,120,No,630.0
211560,426,15,6,4,2.4,No,40,No,600.0
91195,306,15,6,1,2.0,Yes,40,No,415.0
262940,587,17,5,1,1.5,No,80,Yes,480.0
89058,35,15,4,1,2.4,Yes,80,Yes,455.0
37312,64,15,4,2,1.5,No,300,No,430.0
189133,182,15,5,1,2.4,Yes,120,No,430.0
72968,341,15,6,2,1.5,Yes,120,Yes,520.0
190327,322,15,6,1,2.4,Yes,40,No,450.0
98118,356,15,6,2,2.0,Yes,80,No,475.0
80510,410,15,6,4,2.0,No,40,No,575.0
101385,679,17,5,4,1.5,Yes,300,Yes,760.0
175341,148,15,5,1,1.5,Yes,80,No,340.0
108694,638,17,5,2,1.5,No,120,No,510.0
16106,305,15,6,1,2.0,Yes,40,Yes,485.0
27678,65,15,4,2,2.0,Yes,40,Yes,415.0
272389,637,17,5,2,1.5,No,120,Yes,520.0
279501,61,15,4,2,1.5,No,120,Yes,350.0
37075,294,15,6,1,1.5,Yes,120,No,460.0
105121,302,15,6,1,1.5,No,120,No,430.0
151530,812,17,6,2,2.4,No,80,No,610.0
108407,179,15,5,1,2.4,Yes,80,Yes,470.0
101662,197,15,5,2,1.5,Yes,120,Yes,440.0
263683,131,15,4,4,2.4,Yes,80,Yes,610.0
129039,508,17,4,2,2.0,No,80,No,495.0
120660,463,17,4,1,2.0,No,300,Yes,585.0
239914,181,15,5,1,2.4,Yes,120,Yes,475.0
71920,426,15,6,4,2.4,No,40,No,600.0
74730,534,17,4,4,1.5,Yes,120,No,630.0
139238,362,15,6,2,2.0,No,40,No,405.0
29095,151,15,5,1,1.5,Yes,300,Yes,495.0
81863,562,17,4,4,2.4,Yes,40,No,620.0
27481,222,15,5,2,2.0,No,120,No,425.0
159677,687,17,5,4,1.5,No,300,Yes,518.0
212552,220,15,5,2,2.0,No,80,No,345.0
287195,802,17,6,2,2.4,Yes,40,No,392.0
92792,492,17,4,2,1.5,No,80,No,480.0
180204,785,17,6,2,2.0,Yes,40,Yes,
671,307,15,6,1,2.0,Yes,80,Yes,535.0
120537,558,17,4,4,2.0,No,120,No,635.0
124556,474,17,4,1,2.4,No,40,No,440.0
282912,305,15,6,1,2.0,Yes,40,Yes,308.0
57374,506,17,4,2,2.0,No,40,No,
147258,315,15,6,1,2.0,No,80,Yes,
38040,80,15,4,2,2.0,No,300,No,455.0
34817,351,15,6,2,1.5,No,300,Yes,580.0
22876,66,15,4,2,2.0,Yes,40,No,375.0
144978,456,17,4,1,2.0,Yes,300,No,550.0
197197,665,17,5,2,2.4,No,40,Yes,530.0
159755,187,15,5,1,2.4,No,80,Yes,445.0
19933,10,15,4,1,1.5,No,40,No,290.0
114844,531,17,4,4,1.5,Yes,80,Yes,660.0
176193,427,15,6,4,2.4,No,80,Yes,690.0
46553,758,17,6,1,2.4,Yes,120,No,630.0
24728,339,15,6,2,1.5,Yes,80,Yes,530.0
234160,454,17,4,1,2.0,Yes,120,No,480.0
13372,355,15,6,2,2.0,Yes,80,Yes,575.0
282379,357,15,6,2,2.0,Yes,120,Yes,495.0
108588,808,17,6,2,2.4,Yes,300,No,720.0
233333,616,17,5,1,2.4,Yes,300,No,585.0
35794,310,15,6,1,2.0,Yes,120,No,485.0
51124,466,17,4,1,2.4,Yes,40,No,329.0
158086,99,15,4,4,1.5,Yes,80,Yes,560.0
173813,35,15,4,1,2.4,Yes,80,Yes,
237622,645,17,5,2,2.0,Yes,120,Yes,575.0
99980,71,15,4,2,2.0,Yes,300,Yes,505.0
206163,477,17,4,1,2.4,No,120,Yes,540.0
131404,208,15,5,2,1.5,No,300,No,420.0
209876,144,15,4,4,2.4,No,300,No,620.0
126491,101,15,4,4,1.5,Yes,120,Yes,580.0
23115,219,15,5,2,2.0,No,80,Yes,465.0
225283,575,17,4,4,2.4,No,300,Yes,770.0
183713,39,15,4,1,2.4,Yes,300,Yes,520.0
107288,480,17,4,1,2.4,No,300,No,560.0
74557,563,17,4,4,2.4,Yes,80,Yes,710.0
146366,348,15,6,2,1.5,No,80,No,410.0
133588,4,15,4,1,1.5,Yes,80,No,325.0
62294,314,15,6,1,2.0,No,40,No,400.0
267569,399,15,6,4,1.5,No,300,Yes,720.0
190463,861,17,6,4,2.4,No,120,Yes,810.0
36465,197,15,5,2,1.5,Yes,120,Yes,460.0
190473,274,15,5,4,2.4,Yes,40,No,540.0
112077,224,15,5,2,2.0,No,300,No,445.0
80963,385,15,6,4,1.5,Yes,40,Yes,620.0
95992,520,17,4,2,2.4,Yes,300,No,630.0
267191,350,15,6,2,1.5,No,120,No,280.0
113146,64,15,4,2,1.5,No,300,No,400.0
110267,558,17,4,4,2.0,No,120,No,635.0
118443,470,17,4,1,2.4,Yes,120,No,520.0
163575,45,15,4,1,2.4,No,120,Yes,445.0
70438,51,15,4,2,1.5,Yes,80,Yes,410.0
203830,8,15,4,1,1.5,Yes,300,No,395.0
66704,642,17,5,2,2.0,Yes,40,No,515.0
17594,354,15,6,2,2.0,Yes,40,No,475.0
182324,130,15,4,4,2.4,Yes,40,No,520.0
66447,509,17,4,2,2.0,No,120,Yes,
202675,729,17,6,1,1.5,No,40,Yes,530.0
223914,409,15,6,4,2.0,No,40,Yes,625.0
249333,470,17,4,1,2.4,Yes,120,No,500.0
126335,682,17,5,4,1.5,No,40,No,570.0
102617,768,17,6,1,2.4,No,300,No,665.0
274900,644,17,5,2,2.0,Yes,80,No,495.0
227688,453,17,4,1,2.0,Yes,120,Yes,530.0
219161,472,17,4,1,2.4,Yes,300,No,565.0
262666,449,17,4,1,2.0,Yes,40,Yes,465.0
235927,595,17,5,1,2.0,Yes,80,Yes,530.0
206426,224,15,5,2,2.0,No,300,No,425.0
221166,630,17,5,2,1.5,Yes,120,No,500.0
81439,384,15,6,2,2.4,No,300,No,610.0
62624,579,17,5,1,1.5,Yes,80,Yes,530.0
144563,476,17,4,1,2.4,No,80,No,475.0
235102,165,15,5,1,2.0,Yes,120,Yes,425.0
258700,208,15,5,2,1.5,No,300,No,266.0
9559,293,15,6,1,1.5,Yes,120,Yes,525.0
162734,656,17,5,2,2.0,No,300,No,585.0
282762,105,15,4,4,1.5,No,40,Yes,500.0
46440,97,15,4,4,1.5,Yes,40,Yes,364.0
64604,339,15,6,2,1.5,Yes,80,Yes,357.0
176452,554,17,4,4,2.0,No,40,No,
123630,589,17,5,1,1.5,No,120,Yes,520.0
66058,498,17,4,2,2.0,Yes,40,No,495.0
201899,766,17,6,1,2.4,No,120,No,590.0
144772,224,15,5,2,2.0,No,300,No,
239396,251,15,5,4,1.5,No,80,Yes,560.0
168041,827,17,6,4,1.5,No,80,Yes,740.0
135368,296,15,6,1,1.5,Yes,300,No,505.0
47613,245,15,5,4,1.5,Yes,120,Yes,600.0
191536,697,17,5,4,2.0,No,40,Yes,645.0
115295,654,17,5,2,2.0,No,120,No,535.0
102267,47,15,4,1,2.4,No,300,Yes,515.0
254513,278,15,5,4,2.4,Yes,120,No,420.0
243205,552,17,4,4,2.0,Yes,300,No,715.0
14856,79,15,4,2,2.0,No,300,Yes,535.0
67236,245,15,5,4,1.5,Yes,120,Yes,600.0
211748,88,15,4,2,2.4,Yes,300,No,500.0
236778,622,17,5,1,2.4,No,120,No,505.0
64334,512,17,4,2,2.0,No,300,No,595.0
261316,832,17,6,4,1.5,No,300,No,770.0
262353,404,15,6,4,2.0,Yes,80,No,635.0
184275,233,15,5,2,2.4,No,40,Yes,430.0
47302,228,15,5,2,2.4,Yes,80,No,480.0
184951,766,17,6,1,2.4,No,120,No,590.0
249426,476,17,4,1,2.4,No,80,No,460.0
174330,324,15,6,1,2.4,Yes,80,No,495.0
234583,850,17,6,4,2.4,Yes,40,No,720.0
162941,602,17,5,1,2.0,No,40,No,430.0
64463,64,15,4,2,1.5,No,300,No,420.0
23457,67,15,4,2,2.0,Yes,80,Yes,455.0
276192,55,15,4,2,1.5,Yes,300,Yes,301.0
23144,72,15,4,2,2.0,Yes,300,No,495.0
207990,752,17,6,1,2.0,No,300,No,625.0
26601,320,15,6,1,2.0,No,300,No,530.0
25305,354,15,6,2,2.0,Yes,40,No,465.0
183130,32,15,4,1,2.0,No,300,No,400.0
20256,338,15,6,2,1.5,Yes,40,No,315.0
278323,94,15,4,2,2.4,No,120,No,400.0
217109,333,15,6,1,2.4,No,120,Yes,535.0
72146,509,17,4,2,2.0,No,120,Yes,585.0
183058,863,17,6,4,2.4,No,300,Yes,609.0
279357,122,15,4,4,2.0,No,40,No,475.0
118005,822,17,6,4,1.5,Yes,120,No,730.0
153900,363,15,6,2,2.0,No,80,Yes,485.0
272426,130,15,4,4,2.4,Yes,40,No,520.0
174293,669,17,5,2,2.4,No,120,Yes,600.0
133660,482,17,4,2,1.5,Yes,40,No,450.0
223563,404,15,6,4,2.0,Yes,80,No,635.0
194794,385,15,6,4,1.5,Yes,40,Yes,620.0
267984,730,17,6,1,1.5,No,40,No,470.0
68804,670,17,5,2,2.4,No,120,No,580.0
262624,808,17,6,2,2.4,Yes,300,No,680.0
30494,55,15,4,2,1.5,Yes,300,Yes,510.0
143414,168,15,5,1,2.0,Yes,300,No,450.0
179519,268,15,5,4,2.0,No,80,No,535.0
295154,210,15,5,2,2.0,Yes,40,No,
167722,618,17,5,1,2.4,No,40,No,455.0
275650,122,15,4,4,2.0,No,40,No,475.0
17037,305,15,6,1,2.0,Yes,40,Yes,485.0
297509,266,15,5,4,2.0,No,40,No,
189117,441,17,4,1,1.5,No,40,Yes,430.0
154429,448,17,4,1,1.5,No,300,No,505.0
60030,474,17,4,1,2.4,No,40,No,450.0
99969,646,17,5,2,2.0,Yes,120,No,565.0
53836,652,17,5,2,2.0,No,80,No,535.0
26553,145,15,5,1,1.5,Yes,40,Yes,375.0
68183,379,15,6,2,2.4,No,80,Yes,590.0
98719,238,15,5,2,2.4,No,120,No,470.0
152751,674,17,5,4,1.5,Yes,40,No,590.0
286619,658,17,5,2,2.4,Yes,40,No,480.0
293778,323,15,6,1,2.4,Yes,80,Yes,530.0
101149,739,17,6,1,2.0,Yes,80,Yes,630.0
218258,182,15,5,1,2.4,Yes,120,No,425.0
294966,331,15,6,1,2.4,No,80,Yes,510.0
56220,173,15,5,1,2.0,No,120,Yes,430.0
45966,437,17,4,1,1.5,Yes,120,Yes,530.0
279144,611,17,5,1,2.4,Yes,80,Yes,550.0
249952,754,17,6,1,2.4,Yes,40,No,540.0
251246,724,17,6,1,1.5,Yes,80,No,371.0
83380,793,17,6,2,2.0,No,40,Yes,615.0
128625,427,15,6,4,2.4,No,80,Yes,690.0
277133,331,15,6,1,2.4,No,80,Yes,510.0
37919,80,15,4,2,2.0,No,300,No,455.0
180750,612,17,5,1,2.4,Yes,80,No,515.0
285317,482,17,4,2,1.5,Yes,40,No,410.0
169984,379,15,6,2,2.4,No,80,Yes,560.0
67203,592,17,5,1,1.5,No,300,No,378.0
262977,470,17,4,1,2.4,Yes,120,No,500.0
201123,44,15,4,1,2.4,No,80,No,370.0
14777,348,15,6,2,1.5,No,80,No,480.0
202648,674,17,5,4,1.5,Yes,40,No,590.0
153949,388,15,6,4,1.5,Yes,80,No,610.0
77094,97,15,4,4,1.5,Yes,40,Yes,520.0
129523,114,15,4,4,2.0,Yes,40,No,495.0
152629,264,15,5,4,2.0,Yes,300,No,635.0
85832,582,17,5,1,1.5,Yes,120,No,495.0
97213,23,15,4,1,2.0,Yes,300,Yes,485.0
260576,284,15,5,4,2.4,No,80,No,560.0
274297,739,17,6,1,2.0,Yes,80,Yes,605.0
280950,176,15,5,1,2.0,No,300,No,410.0
19202,200,15,5,2,1.5,Yes,300,No,490.0
160367,151,15,5,1,1.5,Yes,300,Yes,470.0
250213,481,17,4,2,1.5,Yes,40,Yes,460.0
214285,470,17,4,1,2.4,Yes,120,No,510.0
173684,324,15,6,1,2.4,Yes,80,No,495.0
230370,587,17,5,1,1.5,No,80,Yes,485.0
157128,620,17,5,1,2.4,No,80,No,495.0
136932,262,15,5,4,2.0,Yes,120,No,575.0
49965,475,17,4,1,2.4,No,80,Yes,540.0
222299,582,17,5,1,1.5,Yes,120,No,475.0
273669,88,15,4,2,2.4,Yes,300,No,480.0
240391,451,17,4,1,2.0,Yes,80,Yes,510.0
53844,213,15,5,2,2.0,Yes,120,Yes,475.0
137397,525,17,4,2,2.4,No,120,Yes,590.0
80454,91,15,4,2,2.4,No,80,Yes,480.0
96369,109,15,4,4,1.5,No,120,Yes,560.0
220269,65,15,4,2,2.0,Yes,40,Yes,345.0
95733,849,17,6,4,2.4,Yes,40,Yes,770.0
253677,785,17,6,2,2.0,Yes,40,Yes,
56999,32,15,4,1,2.0,No,300,No,420.0
101345,91,15,4,2,2.4,No,80,Yes,480.0
254041,853,17,6,4,2.4,Yes,120,Yes,581.0
129852,650,17,5,2,2.0,No,40,No,475.0
51833,63,15,4,2,1.5,No,300,Yes,470.0
253543,133,15,4,4,2.4,Yes,120,Yes,630.0
142547,790,17,6,2,2.0,Yes,120,No,625.0
212195,102,15,4,4,1.5,Yes,120,No,530.0
3085,301,15,6,1,1.5,No,120,Yes,510.0
150764,151,15,5,1,1.5,Yes,300,Yes,470.0
200086,657,17,5,2,2.4,Yes,40,Yes,550.0
44218,354,15,6,2,2.0,Yes,40,No,
120318,743,17,6,1,2.0,Yes,300,Yes,705.0
4321,363,15,6,2,2.0,No,80,Yes,565.0
255777,102,15,4,4,1.5,Yes,120,No,530.0
73234,572,17,4,4,2.4,No,80,No,640.0
54339,341,15,6,2,1.5,Yes,120,Yes,530.0
97689,585,17,5,1,1.5,No,40,Yes,465.0
256112,86,15,4,2,2.4,Yes,120,No,294.0
209102,75,15,4,2,2.0,No,80,Yes,375.0
109512,861,17,6,4,2.4,No,120,Yes,810.0
100521,341,15,6,2,1.5,Yes,120,Yes,520.0
137797,513,17,4,2,2.4,Yes,40,Yes,550.0
229360,369,15,6,2,2.4,Yes,40,Yes,520.0
29204,207,15,5,2,1.5,No,300,Yes,510.0
28642,362,15,6,2,2.0,No,40,No,445.0
13497,21,15,4,1,2.0,Yes,120,Yes,450.0
266072,577,17,5,1,1.5,Yes,40,Yes,460.0
197294,746,17,6,1,2.0,No,40,No,505.0
93471,372,15,6,2,2.4,Yes,80,No,550.0
254159,460,17,4,1,2.0,No,80,No,
134138,452,17,4,1,2.0,Yes,80,No,475.0
279249,621,17,5,1,2.4,No,120,Yes,385.0
119748,439,17,4,1,1.5,Yes,300,Yes,580.0
150366,326,15,6,1,2.4,Yes,120,No,515.0
23595,345,15,6,2,1.5,No,40,Yes,470.0
14934,55,15,4,2,1.5,Yes,300,Yes,530.0
106496,603,17,5,1,2.0,No,80,Yes,525.0
3354,353,15,6,2,2.0,Yes,40,Yes,545.0
165985,312,15,6,1,2.0,Yes,300,No,
254701,392,15,6,4,1.5,Yes,300,No,690.0
242765,395,15,6,4,1.5,No,80,Yes,640.0
268016,713,17,5,4,2.4,No,40,Yes,670.0
204398,640,17,5,2,1.5,No,300,No,550.0
2103,360,15,6,2,2.0,Yes,300,No,615.0
194120,315,15,6,1,2.0,No,80,Yes,470.0
199291,388,15,6,4,1.5,Yes,80,No,610.0
134453,416,15,6,4,2.0,No,300,No,695.0
256176,461,17,4,1,2.0,No,120,Yes,
140295,764,17,6,1,2.4,No,80,No,580.0
65181,727,17,6,1,1.5,Yes,300,Yes,690.0
119119,45,15,4,1,2.4,No,120,Yes,450.0
158726,7,15,4,1,1.5,Yes,300,Yes,450.0
274097,115,15,4,4,2.0,Yes,80,Yes,585.0
38227,13,15,4,1,1.5,No,120,Yes,390.0
149464,111,15,4,4,1.5,No,300,Yes,434.0
80759,759,17,6,1,2.4,Yes,300,Yes,735.0
43977,683,17,5,4,1.5,No,80,Yes,660.0
10550,26,15,4,1,2.0,No,40,No,320.0
15521,159,15,5,1,1.5,No,300,Yes,480.0
283866,786,17,6,2,2.0,Yes,40,No,
251025,376,15,6,2,2.4,Yes,300,No,580.0
165857,601,17,5,1,2.0,No,40,Yes,480.0
1473,351,15,6,2,1.5,No,300,Yes,620.0
262372,707,17,5,4,2.4,Yes,80,Yes,730.0
256371,315,15,6,1,2.0,No,80,Yes,460.0
60015,63,15,4,2,1.5,No,300,Yes,470.0
50312,336,15,6,1,2.4,No,300,No,570.0
240809,569,17,4,4,2.4,No,40,Yes,650.0
126277,368,15,6,2,2.0,No,300,No,525.0
135661,247,15,5,4,1.5,Yes,300,Yes,660.0
139291,31,15,4,1,2.0,No,300,Yes,460.0
203835,48,15,4,1,2.4,No,300,No,450.0
4798,292,15,6,1,1.5,Yes,80,No,460.0
286101,479,17,4,1,2.4,No,300,Yes,413.0
178402,157,15,5,1,1.5,No,120,Yes,390.0
271488,239,15,5,2,2.4,No,300,Yes,530.0
40113,232,15,5,2,2.4,Yes,300,No,392.0
287113,376,15,6,2,2.4,Yes,300,No,406.0
229824,505,17,4,2,2.0,No,40,Yes,475.0
71693,291,15,6,1,1.5,Yes,80,Yes,
128033,446,17,4,1,1.5,No,120,No,450.0
6847,342,15,6,2,1.5,Yes,120,No,530.0
146073,350,15,6,2,1.5,No,120,No,301.0
91086,2,15,4,1,1.5,Yes,40,No,290.0
81441,213,15,5,2,2.0,Yes,120,Yes,465.0
260147,86,15,4,2,2.4,Yes,120,No,420.0
68765,388,15,6,4,1.5,Yes,80,No,610.0
143075,38,15,4,1,2.4,Yes,120,No,415.0
164680,360,15,6,2,2.0,Yes,300,No,
267642,705,17,5,4,2.4,Yes,40,Yes,690.0
81761,656,17,5,2,2.0,No,300,No,605.0
37730,338,15,6,2,1.5,Yes,40,No,430.0
282,211,15,5,2,2.0,Yes,80,Yes,505.0
271220,572,17,4,4,2.4,No,80,No,640.0
186939,253,15,5,4,1.5,No,120,Yes,580.0
100179,239,15,5,2,2.4,No,300,Yes,580.0
114326,862,17,6,4,2.4,No,120,No,760.0
234134,107,15,4,4,1.5,No,80,Yes,540.0
212354,441,17,4,1,1.5,No,40,Yes,430.0
277308,781,17,6,2,1.5,No,120,Yes,600.0
245544,225,15,5,2,2.4,Yes,40,Yes,440.0
98793,305,15,6,1,2.0,Yes,40,Yes,465.0
49803,43,15,4,1,2.4,No,80,Yes,440.0
48214,626,17,5,2,1.5,Yes,40,No,490.0
130997,160,15,5,1,1.5,No,300,No,405.0
114599,815,17,6,2,2.4,No,300,Yes,750.0
82134,337,15,6,2,1.5,Yes,40,Yes,460.0
99330,304,15,6,1,1.5,No,300,No,490.0
61595,338,15,6,2,1.5,Yes,40,No,294.0
26157,312,15,6,1,2.0,Yes,300,No,550.0
70329,126,15,4,4,2.0,No,120,No,
157800,160,15,5,1,1.5,No,300,No,400.0
292808,430,15,6,4,2.4,No,120,No,660.0
18247,310,15,6,1,2.0,Yes,120,No,495.0
46030,336,15,6,1,2.4,No,300,No,399.0
245196,297,15,6,1,1.5,No,40,Yes,400.0
40708,320,15,6,1,2.0,No,300,No,520.0
119983,579,17,5,1,1.5,Yes,80,Yes,520.0
74884,320,15,6,1,2.0,No,300,No,515.0
73358,207,15,5,2,1.5,No,300,Yes,480.0
119486,302,15,6,1,1.5,No,120,No,425.0
96020,532,17,4,4,1.5,Yes,80,No,610.0
184254,100,15,4,4,1.5,Yes,80,No,510.0
201230,91,15,4,2,2.4,No,80,Yes,450.0
281389,638,17,5,2,1.5,No,120,No,470.0
140769,220,15,5,2,2.0,No,80,No,365.0
230008,570,17,4,4,2.4,No,40,No,600.0
183673,855,17,6,4,2.4,Yes,300,Yes,890.0
116361,160,15,5,1,1.5,No,300,No,405.0
259963,282,15,5,4,2.4,No,40,No,520.0
149744,189,15,5,1,2.4,No,120,Yes,465.0
20713,68,15,4,2,2.0,Yes,80,No,
182776,659,17,5,2,2.4,Yes,80,Yes,413.0
111050,418,15,6,4,2.4,Yes,40,No,620.0
205043,321,15,6,1,2.4,Yes,40,Yes,500.0
82642,313,15,6,1,2.0,No,40,Yes,445.0
260319,106,15,4,4,1.5,No,40,No,450.0
172789,840,17,6,4,2.0,Yes,300,No,
197063,353,15,6,2,2.0,Yes,40,Yes,455.0
42550,473,17,4,1,2.4,No,40,Yes,500.0
47942,109,15,4,4,1.5,No,120,Yes,560.0
78633,801,17,6,2,2.4,Yes,40,Yes,660.0
129344,309,15,6,1,2.0,Yes,120,Yes,520.0
101722,618,17,5,1,2.4,No,40,No,465.0
30943,72,15,4,2,2.0,Yes,300,No,485.0
57134,106,15,4,4,1.5,No,40,No,450.0
128592,42,15,4,1,2.4,No,40,No,340.0
105855,531,17,4,4,1.5,Yes,80,Yes,660.0
286018,120,15,4,4,2.0,Yes,300,No,
227333,328,15,6,1,2.4,Yes,300,No,565.0
199829,95,15,4,2,2.4,No,300,Yes,530.0
34857,224,15,5,2,2.0,No,300,No,475.0
273788,495,17,4,2,1.5,No,300,Yes,392.0
122606,225,15,5,2,2.4,Yes,40,Yes,470.0
18088,344,15,6,2,1.5,Yes,300,No,570.0
95496,465,17,4,1,2.4,Yes,40,Yes,515.0
84300,641,17,5,2,2.0,Yes,40,Yes,555.0
68991,404,15,6,4,2.0,Yes,80,No,635.0
68160,347,15,6,2,1.5,No,80,Yes,490.0
94781,208,15,5,2,1.5,No,300,No,430.0
49562,330,15,6,1,2.4,No,40,No,450.0
118279,860,17,6,4,2.4,No,80,No,740.0
192033,514,17,4,2,2.4,Yes,40,No,480.0
15459,341,15,6,2,1.5,Yes,120,Yes,570.0
259320,608,17,5,1,2.0,No,300,No,535.0
98753,518,17,4,2,2.4,Yes,120,No,570.0
293214,91,15,4,2,2.4,No,80,Yes,301.0
99777,382,15,6,2,2.4,No,120,No,550.0
33304,26,15,4,1,2.0,No,40,No,305.0
43456,428,15,6,4,2.4,No,80,No,448.0
281717,557,17,4,4,2.0,No,120,Yes,685.0
239103,23,15,4,1,2.0,Yes,300,Yes,465.0
13527,30,15,4,1,2.0,No,120,No,380.0
277756,508,17,4,2,2.0,No,80,No,455.0
132874,52,15,4,2,1.5,Yes,80,No,340.0
71364,304,15,6,1,1.5,No,300,No,495.0
137148,500,17,4,2,2.0,Yes,80,No,515.0
